Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight(OZ),Product Length,Product Width,Product Height,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image File - 1,Product Image File - 2,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 3,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled  
,PVC-V547BL,"UTG&reg; 547 Law Enforcement Tactical Vest, Left Handed, Black",,,,UTG,,,"&#149; Durable 1680D Polyester Construction<br>&#149; Fully Adjustable in Girth and Length - One Size Fits Most <br>&#149; Four Integral Rifle Magazine Pouches with Hook-and-loop Closure, Elastic Strap Retention, and Drain Holes. Capable of Holding Either 1 AK Magazine, 1 AR308 Magazine, or Up to 2 AR Magazines per Pouch <br>&#149; Detachable Left Handed Cross-draw Holster Interchangeable with Included Double Rifle Magazine Pouch <br>&#149; Heavy Duty Back Panel Webbing for Attaching Additional Gear<br>&#149; Large Capacity Left and Right Inside Zippered Admin Pockets<br>&#149; Adjustable Duty Belt Included Featuring Two Detachable Horizontal Pistol Magazine Pouches<br>&#149; Reinforced Drag Handle Centered at the Top of the Back Panel to Pull Potentially Injured User to Safety<br>&#149; Back Panel Mesh Pocket for Storing Hydration Bladder<br>&#149; Breathable Materials and Construction Releases Moisture and Heat Providing Ideal Ventilation<br>&#149; Durable #10 Gauge Zipper Track Reduces Zipper Snagging and Skipping for Reliable and Repeatable Function",,,,,,,,69.4,54,42,5.5,,,,,,,Tactical Gear,PVC_V547BL_PRO_1.jpg,0,,,,,0,,,,,,UTG Comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-V547BT,"UTG&reg; 547 Law Enforcement Tactical Vest, Right Handed, Black",,,,UTG,,,"&#149;Durable 1680D Polyester Construction<br>&#149; Fully Adjustable in Girth and Length - One Size Fits Most <br>&#149; Four Integral Rifle Magazine Pouches with Hook-and-loop Closure, Elastic Strap Retention, and Drain Holes. Capable of Holding Either 1 AK Magazine, 1 AR308 Magazine, or Up to 2 AR Magazines per Pouch <br>&#149; Detachable Right Handed Cross-draw Holster Interchangeable with Included Double Rifle Magazine Pouch <br>&#149; Heavy Duty Back Panel Webbing for Attaching Additional Gear<br>&#149; Large Capacity Left and Right Inside Zippered Admin Pockets <br>&#149; Adjustable Duty Belt Included Featuring Two Detachable Horizontal Pistol Magazine Pouches<br>&#149; Reinforced Drag Handle Centered at the Top of the Back Panel to Pull Potentially Injured User to Safety<br>&#149; Back Panel Mesh Pocket for Storing Hydration Bladder<br>&#149; Breathable Materials and Construction Releases Moisture and Heat Providing Ideal Ventilation<br>&#149; Durable #10 Gauge Zipper Track Reduces Zipper Snagging and Skipping for Reliable and Repeatable Function",,,,,,,,69.4,31.8,27.9,12.7,,,,,,,Tactical Gear,PVC_V547BT_PRO_1.jpg,0,,,,,0,,,,,,UTG Delu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VF21BB,"UTG&reg; TRUE HUNTRESS&reg; Female Sporting Vest, Black",,,,UTG,,,"&#149; UTG TRUE HUNTRESS&reg; Series Ambidextrous Female Sporting Vest, Designed by Females for Females and Approved by Everyone! <br>&#149; Sporty Style and Trim Cut to Complement Different Builds of Female Sportspersons <br>&#149; Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities <br>&#149; 26 inch Long Front and Back Panel Design with High Quality Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 36 inch to 54 inch for Optimal and Shapely Fit on Small, Medium or Large Builds; Trim Excessive Cords and Heat Seal the Ends <br>&#149;All Pockets Designed with Special Attention to Female Sporting Needs and Ambidextrous Use<br>&#149;Front Outside Pockets - 2 Zippered Chest Pockets for Smart Phone, Protective Glasses and Ear Plugs; 2 Hidden Horizontal Body Pockets with Hook-and-loop Closure for Small Frame Pistols <br>&#149; 2 Zippered Waist Pockets for Ammo. Front Inside Pockets - Chest Pockets with Hook-and-loop Closure, Complete with Cut-to-Fit Pads for Recoil Protection <br>&#149; 2 Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus Headphone Cord Keepers, 2 on Each Side, Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices <br>&#149; 2 Zippered Lower Pockets for Other Small Accessories. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper <br>&#149; Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability <br>&#149; Sporty Stand-up Collar Designed with Just the Right Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logos for that Sharp and Fashionable Look <br>&#149; Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,28.29,35,27,5,,,,,,,Tactical Gear,PVC_VF21BB_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VF21BP,"UTG&reg; TRUE HUNTRESS&reg; Female Sporting Vest, Black/Pink",,,,UTG,,,"&#149;UTG TRUE HUNTRESS&reg; Series Ambidextrous Female Sporting Vest, Designed by Females for Females and Approved by Everyone!<br>&#149;Sporty Style, Fashionable Colors and Trim Cut to Complement Different Builds of Female Sportspersons<br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;26 inch Long Front and Back Panel Design with High Quality Bright Pink Accent Colored Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 36 inch to 54 inch for Optimal and Shapely Fit on Small, Medium or Large Builds; Trim Excessive Cords and Heat Seal the Ends<br>&#149;All Pockets Designed with Special Attention to Female Sporting Needs and Ambidextrous Use, Further Accented with Attractive Colors for that Extra Nice Touch<br>&#149;Front Outside Pockets - 2 Zippered Chest Pockets for Smart Phone, Protective Glasses and Ear Plugs; 2 Hidden Horizontal Body Pockets with Hook-and-loop Closure for Small Frame Pistols<br>&#149;2 Zippered Waist Pockets for Ammo. Front Inside Pockets - Chest Pockets with Hook-and-loop Closure, Complete with Cut-to-Fit Pads for Recoil Protection<br>&#149;2 Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus Headphone Cord Keepers, 2 on Each Side, Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>&#149;2 Zippered Lower Pockets for Other Small Accessories. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Sporty Stand-up Collar Designed with Just the Right Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logos for that Sharp and Fashionable Look<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,26.42,34,27,5,,,,,,,Tactical Gear,PVC_VF21BP_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VF21GB,"UTG&reg; TRUE HUNTRESS&reg; Female Sporting Vest, Gray/Blue",,,,UTG,,,"&#149;UTG TRUE HUNTRESS&reg; Series Ambidextrous Female Sporting Vest, Designed by Females for Females and Approved by Everyone!<br>&#149;Sporty Style, Fashionable Colors and Trim Cut to Complement Different Builds of Female Sportspersons<br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;26 inch Long Front and Back Panel Design with High Quality Blue Accent Colored Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 36 inch to 54 inch for Optimal and Shapely Fit on Small, Medium or Large Builds; Trim Excessive Cords and Heat Seal the Ends<br>&#149;All Pockets Designed with Special Attention to Female Sporting Needs and Ambidextrous Use, Further Accented with Attractive Colors for that Extra Nice Touch<br>&#149;Front Outside Pockets - 2 Zippered Chest Pockets for Smart Phone, Protective Glasses and Ear Plugs; 2 Hidden Horizontal Body Pockets with Hook-and-loop Closure for Small Frame Pistols<br>&#149;2 Zippered Waist Pockets for Ammo. Front Inside Pockets - Chest Pockets with Hook-and-loop Closure, Complete with Cut-to-Fit Pads for Recoil Protection<br>&#149;2 Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus Headphone Cord Keepers, 2 on Each Side, Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>&#149;2 Zippered Lower Pockets for Other Small Accessories. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Sporty Stand-up Collar Designed with Just the Right Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logos for that Sharp and Fashionable Look<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,27.34,35,28.5,4.5,,,,,,,Tactical Gear,PVC_VF21GB_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VF21GP,"UTG&reg; TRUE HUNTRESS&reg; Female Sporting Vest, Gray/Pink",,,,UTG,,,"&#149;UTG TRUE HUNTRESS&reg; Series Ambidextrous Female Sporting Vest, Designed by Females for Females and Approved by Everyone!<br>&#149;Sporty Style, Fashionable Colors and Trim Cut to Complement Different Builds of Female Sportspersons<br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;26 inch Long Front and Back Panel Design with High Quality Bright Pink Accent Colored Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 36 inch to 54 inch for Optimal and Shapely Fit on Small, Medium or Large Builds; Trim Excessive Cords and Heat Seal the Ends <br>&#149;All Pockets Designed with Special Attention to Female Sporting Needs and Ambidextrous Use, Further Accented with Attractive Colors for that Extra Nice Touch <br>&#149;Front Outside Pockets - 2 Zippered Chest Pockets for Smart Phone, Protective Glasses and Ear Plugs; 2 Hidden Horizontal Body Pockets with Hook-and-loop Closure for Small Frame Pistols<br>&#149;2 Zippered Waist Pockets for Ammo. Front Inside Pockets - Chest Pockets with Hook-and-loop Closure, Complete with Cut-to-Fit Pads for Recoil Protection<br>&#149;2 Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus Headphone Cord Keepers, 2 on Each Side, Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>&#149;2 Zippered Lower Pockets for Other Small Accessories. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Sporty Stand-up Collar Designed with Just the Right Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logos for that Sharp and Fashionable Look<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,27.34,34,27,4.5,,,,,,,Tactical Gear,PVC_VF21GP_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VF24BB,"UTG&reg; TRUE HUNTRESS&reg; Female Sporting Vest, L & XL Builds, Black",,,,UTG,,,"&#149;UTG TRUE HUNTRESS&reg; Series Ambidextrous Female Sporting Vest, Designed by Females for Females and Approved by Everyone! <br>&#149;Sporty Style and Trim Cut to Complement Different Builds of Female Sportspersons <br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities <br>&#149;28 inch Long Front and Back Panel Design with High Quality Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 44 inch to 56 inch for Optimal and Shapely Fit on Large or Xtra Large Builds; Trim Excessive Cords and Heat Seal the Ends <br>&#149;All Pockets Designed with Special Attention to Female Sporting Needs and Ambidextrous Use<br>&#149;Front Outside Pockets - 2 Zippered Chest Pockets for Smart Phone, Protective Glasses and Ear Plugs; 2 Hidden Horizontal Body Pockets with Hook-and-loop Closure for Small Frame Pistols <br>&#149;2 Zippered Waist Pockets for Ammo. Front Inside Pockets - Chest Pockets with Hook-and-loop Closure, Complete with Cut-to-Fit Pads for Recoil Protection <br>&#149;2 Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus Headphone Cord Keepers, 2 on Each Side, Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices <br>&#149;2 Zippered Lower Pockets for Other Small Accessories. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper <br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability <br>&#149;Sporty Stand-up Collar Designed with Just the Right Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logos for that Sharp and Fashionable Look",,,,,,,,32.13,36.5,30,4,,,,,,,Tactical Gear,PVC_VF24BB_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VM32BB,"UTG&reg; TRUE HUNTER&reg; Male Sporting Vest (S to M), Black",,,,UTG,,,"&#149;UTG&reg; TRUE HUNTER&reg; Series Ambidextrous Men's Sporting Vest, One Size Fits Most Small Frame Adults and Large Youth Shooters<br>&#149;Sporty Style, Fashionable Colors and Handsome Cut to Complement Different Builds of Sportsmen <br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;27"" Long Front and Back Panel Design with High Quality Black Accent Colored Elastic Cords Threaded Through 8 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 39"" to 50"" for Optimal Fit on Small to Medium Body Sizes; Trim Excessive Cords and Heat Seal the Ends<br>&#149;Many Well-designed Pockets with Generous and Convenient Storage:<br>a. 2 Outside Open-flap Chest Pockets to Store Smart Phone, Protective Glasses and Ear Plugs<br>b. 2 Horizontal Hidden Pockets, with Zipper Closure and Inside Hook-and-loop System, Large Enough for Even Full Size Pistols<br>c. 2 Large Waist Level, Roomy, Open-flap Pockets with Hook-and-loop Closure for Ammo or Other Essentials<br>d. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper<br>e. 2 Inside Shoulder Pockets Complete with Removable Pads for Recoil Protection<br>f. 2 Inside Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus 2 Headphone Cord Keepers on Each Side Along the Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>g. 2 Inside Zippered Lower Pockets for Other Small Accessories<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Stand-up Collar at an Optimal Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logo in Accent Color<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,30.3,44,37,6,,,,,,,Tactical Gear,PVC_VM32BB_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VM32OB,"UTG&reg; TRUE HUNTER&reg; Male Sporting Vest (S to M), Orange/Black",,,,UTG,,,"&#149;UTG&reg; TRUE HUNTER&reg; Series Ambidextrous Men's Sporting Vest, One Size Fits Most Small Frame Adults and Large Youth Shooters<br>&#149;Sporty Style, Fashionable Colors and Handsomely Cut to Complement Different Builds of Sportsmen <br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;27"" Long Front and Back Panel Design with High Quality Black Accent Colored Elastic Cords Threaded Through 8 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 39"" to 50"" for Optimal Fit on Small to Medium Body Sizes; Trim Excessive Cords and Heat Seal the Ends<br>&#149;Many Well-designed Pockets with Generous and Convenient Storage:<br>a. 2 Outside Open-flap Chest Pockets to Store Smart Phone, Protective Glasses and Ear Plugs<br>b. 2 Horizontal Hidden Pockets, with Zipper Closure and Inside Hook-and-loop System, Large Enough for Even Full Size Pistols<br>c. 2 Large Waist Level, Roomy, Open-flap Pockets with Hook-and-loop Closure for Ammo or Other Essentials<br>d. Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipper<br>e. 2 Inside Shoulder Pockets Complete with Removable Pads for Recoil Protection<br>f. 2 Inside Zippered Horizontal Body Pockets for Electronic Devices with Headphone Jacks, Plus 2 Headphone Cord Keepers on Each Side Along the Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>g. 2 Inside Zippered Lower Pockets for Other Small Accessories<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Stand-up Collar at an Optimal Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logo in Accent Color<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,29.67,44,37,6,,,,,,,Tactical Gear,PVC_VM32OB_PRO_01.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PVC-VM36GB,"UTG&reg; TRUE HUNTER&reg; Male Sporting Vest (M to XL), Gray/Black",,,,UTG,,,"&#149;UTG&reg; TRUE HUNTER&reg; Series Ambidextrous Men's Sporting Vest, One Size Fits Most Male Shooters<br>&#149;Sporty Style, Fashionable Colors and Handsome Cut to Complement Different Builds of Sportsmen<br>&#149;Constructed with Durable Synthetic Polyester Material with Inner Nylon Mesh for Most Comfortable Extended Wear in Hunting, Shooting and Various Outdoor Activities<br>&#149;28.5 Inches Long Front and Back Panel Design with High Quality Black Accent Colored Elastic Cords Threaded Through 10 Pairs of Eyelets on Each Side of the Body to Adjust the Vest Girth from 46 Inches to 56 Inches for Optimal Fit on Medium to X-Large Body Sizes; Trim Excessive Cords and Heat Seal the Ends<br>&#149;Plenty Well-designed Pockets with Generous and Convenient Storage<br>&#149;2 Outside Open-flap Chest Pockets to Store Smart Phone, Protective Goggles and Ear Plugs<br>&#149;2 Horizontal Hidden Pockets, with Zipper Closure and Inside Hook-and-loop System, Large Enough for Even Full Size Pistol<br>&#149;2 Large Waist Level, Roomy, Open-flap Pockets with Hook-and-loop Closure for Ammo or Other Essentials<br>&#149;Large Lower Back Pocket with 2 Easy Access Openings to Place Empty Shells or Other Sizable Objects, Equally Easy Access and Disposal by Opening the Lower Bottom Zipperbr>&#149;2 Inside Zippered Horizontal Body Pockets for Electronic Device with Headphone Jacks, Plus 2 Headphone Cord Keepers on Each Side Along Inside of the Front Zipper for Secure and Organized Use of Headphone Devices<br>&#149;2 Inside Zippered Lower Pockets for Other Small Accessories<br>&#149;Smart Expandable Fold in the Back for Maximum Comfort and Maneuverability<br>&#149;Stand-up Collar at an Optimal Height for Comfort in Diverse Activities, Complete with Embroidered UTG Logo in Accent Color<br>&#149;Uniquely Designed and Color Coordinated, Ergonomic UTG Zipper Pulls for Positive and Comfortable Use",,,,,,,,35.24,45,34.3,5,,,,,,,Tactical Gear,PVC_VM36GB_PRO_1.gif,0,,,,,0,,,,,,UTG True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-16BTP11T,"UTG&reg; AR15 4-position Stock Butt Pad, Non-slip Texture, Tan",,,,UTG,,,"&#149;Deluxe Military Style Butt Pad with Ergonomic Design<br>&#149;Non-slip Surface and Smart Slip-on Sleeve Design with Lip Re-enforcement for a Perfect Fit<br>&#149;For Model 4/15 4 Position Retractable Stock<br>&#149;1"" Extension",,,,,,,,3.49,16,7.5,3.3,,,,,,,Accessories and Parts,RB_16BTP11T_PRO_1.jpg,0,,,,,0,,,,,,UTG Delu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A005,UTG&reg; Model 4/AR15 Receiver Wedge,,,,UTG,,,"&#149;Fits Near Your Takedown Pin & Keeps the Upper Section Snug and Tight Against the Lower<br>&#149;Increases Accuracy, Decreases Vibration and Prevents Wear",,,,,,,,0.07,6,4,1.5,,,,,,,Accessories and Parts,RB_A005_PRO_1.jpg,0,,,,,0,,,,,,UTG Mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A469BTW1,"UTG Model 4/AR15 A-2 ButtStock for Premium Airsoft, Black",,,,UTG SPORT,,,,,,,,,,,16.26,28,14.5,4.7,,,,,,,Airsoft Accessories,RB_A469BTW1_PRO_1.jpg,0,,,,,0,,,,,,UTG Spor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A469GTW1,"UTG Model 4/AR15 A-2 ButtStock for Premium Airsoft, OD",,,,UTG SPORT,,,,,,,,,,,14.78,28,15,4.5,,,,,,,Airsoft Accessories,RB_A469GTW1_PRO_1.jpg,0,,,,,0,,,,,,UTG Spor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A469TTW1,"UTG&reg; Model 4/AR15 A-2 ButtStock for Premium Airsoft, Tan",,,,UTG SPORT,,,&#149; Complete with Buttstock Screws,,,,,,,,15.41,28,14.5,4.7,,,,,,,Airsoft Accessories,RB_A469TTW1_PRO_1.jpg,0,,,,,0,,,,,,UTG Spor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A687BBG,"UTG Model4/AR15 6-Position Stock for Premium Airsoft, OD",,,,UTG SPORT,,,,,,,,,,,14.71,20.5,13.8,5,,,,,,,Airsoft Accessories,RB_A687BBG_PRO_1.jpg,0,,,,,0,,,,,,UTG Spor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-A687BBT,"UTG Model4/AR15 6-Position Stock for Premium Airsoft, Tan",,,,UTG SPORT,,,,,,,,,,,15.34,20.5,13.8,5,,,,,,,Airsoft Accessories,RB_A687BBT_PRO_1.jpg,0,,,,,0,,,,,,UTG Spor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-BFST15L,UTG&reg; Aluminum Buffer for AR-15/M4 Full Size Rifle Stock,,,,UTG,,,&#149;Strictly Developed according to the Military Specification<br>&#149;Reinforced Buffer Body with Hardcoat Anodizing<br>&#149;Complete with 5 Steel Weights and 1 Aluminum Spacer<br>&#149;Total 5.0 oz,,,,,,,,5.04,15,2.5,2.5,,,,,,,Accessories and Parts,RB_BFST15L_PRO_01.jpg,0,,,,,0,,,,,,UTG Alum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-CSF06,"UTG&reg; Universal Firearm Chamber Safety Flag, Orange, 6PCs/Set",,,,UTG,,,"&#149;Bright Orange Color Allows For 360 Degree Clear Visibility<br>&#149;Reliable Confirmation of Unloaded Chamber for Safe Handling<br>&#149;Molded from Impact Resistant Polymer for Maximum Durability <br>&#149;Fits .22 Cal, .27 Cal and .30 Cal Rifle Chamber and 12 Ga and 20 Ga Shotgun <br>&#149;6PCs Per Set",,,,,,,,1.55,14,7,3,,,,,,,Accessories and Parts,RB_CSF06_PRO_1.jpg,RB_CSF06_APP_1.jpg,,,,,0,,,,,,UTG Brig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-FGK01,"UTG&reg; Compact Foregrip, Keymod, Polymer, Matte Black",,,,UTG,,,"<br>&#149; Impact Resistant Matte Black Polymer Construction with a Nonslip Rubberized Grip Texture<br>&#149; Lightweight at 2.8 oz with a Compact 1.6"" Height Profile<br>&#149; Mounts Bidirectionally and Features Two Differently Patterned Grip Contours <br>&#149; Compatible with Most Octagonally-shaped Handguards",,,,,,,,1.94,#N/A,#N/A,#N/A,,,,,,,Accessories and Parts,RB_FGK01.jpg,RB_FGK01_A.jpg,,,,,0,,,,,,UTG Poly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-FGM01,"UTG&reg; Compact  Foregrip, M-LOK&reg;, Polymer, Matte Black",,,,UTG,,,"<br>&#149; Impact Resistant Matte Black Polymer Construction with a Nonslip Rubberized Grip Texture<br>&#149; Lightweight at 2.8 oz with a Compact 1.6"" Height Profile<br>&#149; Mounts Bidirectionally and Features Two Differently Patterned Grip Contours <br>&#149; Compatible with Most Octagonally-shaped Handguards",,,,,,,,1.99,#N/A,#N/A,#N/A,,,,,,,Accessories and Parts,RB_FGM01.jpg,RB_FGM01_A.jpg,,,,,0,,,,,,UTG Poly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-FGRP168B,"UTG&reg; Ergonomic Ambidextrous Vertical Foregrip, Black",,,,UTG,,,&#149;Picatinny Mounting Deck to Slide on and Screw Tight<br>&#149;Ergonomic Finger Grooves for Most Comfortable Grip<br>&#149;Tactical Pattern Accenting a Cool Look <br>&#149;Clever End Cap Conceals Battery Storage and Controls Grip Mounting<br>&#149;Practical Side Slides Allow for Ambi Use of Pressure Pad,,,,,,,,6.91,20,8.5,4.5,,,,,,,Accessories and Parts,RB_FGRP168B_PRO_1.jpg,RB_FGRP168B_FEA_1.gif,,,,,0,,,,,,UTG Delu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-FGRP170B,"UTG&reg; Ambidextrous 5-position Foldable Foregrip, Black",,,,UTG,,,&#149;5 Adjustable Foregrip Positions<br>&#149;Ergonomic Finger Grooves for Most Comfortable Grip<br>&#149;Clever End Cap Conceals Battery Storage and Controls Grip Mounting<br>&#149;Practical Side Slides Allow for Ambi Use of Pressure Pad<br>&#149;Simple Slide-on Mounting Deck for Most Solid Installation,,,,,,,,7.37,21,10,4.8,,,,,,,Accessories and Parts,RB_FGRP170B_PRO_1.jpg,0,,,,,0,,,,,,UTG Ambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RB-FGRP172B,"UTG&reg; Ambidextrous Combat Foregrip, Symmetric Contour-Black",,,,UTG,,,"&#149;Well Contoured Finger Grooves for Most Solid and Repeatable Grip<br>&#149;Ambidextrous Design with Fatigue-free Thumb Rest and Trigger Finger Shelf Offers Great Shooting Comfort in all Firing Positions<br>&#149;Symmetrically Shaped Palm Swell and High Tech Texture with Slip-resistant Finish for Great Handling and Hand Support <br>&#149;Creative Ergonomic Design with Angled Grip for Best Overall Control and Most Reliable Performance<br>&#149;Smart End Cap Conceals Storage for Most Needed Accessories and Parts<br>&#149;Mold from Unbreakable, Impact Resistant Advanced Polymer<br>&#149;Overall Width is 2 1/4"", Vertical Height is 4 1/2""",,,,,,,,7.58,20.5,9,4.5,,,,,,,Accessories and Parts,RB_FGRP172B_PRO_1.gif,RB_FGRP172B_PRO_2.gif,,,,,0,,,,,,UTG New,,,,,,,,,,,,,,,,,,,,,,,,,,,,
